Field Name,Type,Parent,Depth,API,Description
"pool","LiquidityPool","null","0","sushiswap",""
"blockNumber","BigInt","null","0","sushiswap",""
"timestamp","BigInt","null","0","sushiswap",""
"tick","BigInt","null","0","sushiswap",""
"tokenIn","Token","null","0","sushiswap",""
"amountIn","BigInt","null","0","sushiswap",""
"amountInUSD","BigDecimal","null","0","sushiswap",""
"tokenOut","Token","null","0","sushiswap",""
"amountOut","BigInt","null","0","sushiswap",""
"amountOutUSD","BigDecimal","null","0","sushiswap",""
"reserveAmounts","Unknown","null","0","sushiswap",""
"id","Bytes","null","0","sushiswap",""
"index","BigInt","null","0","sushiswap",""
"pool","LiquidityPool","null","0","sushiswap",""
"createdTimestamp","BigInt","null","0","sushiswap",""
"createdBlockNumber","BigInt","null","0","sushiswap",""
"prices","Unknown","null","0","sushiswap",""
"liquidityGross","BigInt","null","0","sushiswap",""
"liquidityGrossUSD","BigDecimal","null","0","sushiswap",""
"liquidityNet","BigInt","null","0","sushiswap",""
"liquidityNetUSD","BigDecimal","null","0","sushiswap",""
"lastSnapshotDayID","Int","null","0","sushiswap",""
"lastSnapshotHourID","Int","null","0","sushiswap",""
"lastUpdateTimestamp","BigInt","null","0","sushiswap",""
"lastUpdateBlockNumber","BigInt","null","0","sushiswap",""
"id","Bytes","null","0","sushiswap",""
"day","Int","null","0","sushiswap",""
"tick","Tick","null","0","sushiswap",""
"pool","LiquidityPool","null","0","sushiswap",""
"liquidityGross","BigInt","null","0","sushiswap",""
"liquidityGrossUSD","BigDecimal","null","0","sushiswap",""
"liquidityNet","BigInt","null","0","sushiswap",""
"liquidityNetUSD","BigDecimal","null","0","sushiswap",""
"timestamp","BigInt","null","0","sushiswap",""
"blockNumber","BigInt","null","0","sushiswap",""
"id","Bytes","null","0","sushiswap",""
"hour","Int","null","0","sushiswap",""
"tick","Tick","null","0","sushiswap",""
"pool","LiquidityPool","null","0","sushiswap",""
"liquidityGross","BigInt","null","0","sushiswap",""
"liquidityGrossUSD","BigDecimal","null","0","sushiswap",""
"liquidityNet","BigInt","null","0","sushiswap",""
"liquidityNetUSD","BigDecimal","null","0","sushiswap",""
"timestamp","BigInt","null","0","sushiswap",""
"blockNumber","BigInt","null","0","sushiswap",""
"id","Bytes","null","0","sushiswap",""
"name","String","null","0","sushiswap",""
"symbol","String","null","0","sushiswap",""
"decimals","Int","null","0","sushiswap",""
"lastPriceUSD","BigDecimal","null","0","sushiswap",""
"lastPriceBlockNumber","BigInt","null","0","sushiswap",""
"_lastPricePool","Bytes","null","0","sushiswap",""
"_totalSupply","BigInt","null","0","sushiswap",""
"_totalValueLockedUSD","BigDecimal","null","0","sushiswap",""
"_largePriceChangeBuffer","Int","null","0","sushiswap",""
"_largeTVLImpactBuffer","Int","null","0","sushiswap",""
"id","Bytes","null","0","sushiswap",""
"day","Int","null","0","sushiswap",""
"protocol","DexAmmProtocol","null","0","sushiswap",""
"dailyActiveUsers","Int","null","0","sushiswap",""
"cumulativeUniqueUsers","Int","null","0","sushiswap",""
