"date","Int","NON_NULL","quickswap","PoolDayData"
"pool","Pool","NON_NULL","quickswap","PoolDayData"
"liquidity","BigInt","NON_NULL","quickswap","PoolDayData"
"sqrtPrice","BigInt","NON_NULL","quickswap","PoolDayData"
"untrackedVolumeUSD","BigDecimal","NON_NULL","quickswap","PoolDayData"
"token0Price","BigDecimal","NON_NULL","quickswap","PoolDayData"
"token1Price","BigDecimal","NON_NULL","quickswap","PoolDayData"
"tick","BigInt","SCALAR","quickswap","PoolDayData"
"feeGrowthGlobal0X128","BigInt","NON_NULL","quickswap","PoolDayData"
"feeGrowthGlobal1X128","BigInt","NON_NULL","quickswap","PoolDayData"
"tvlUSD","BigDecimal","NON_NULL","quickswap","PoolDayData"
"feesToken0","BigDecimal","NON_NULL","quickswap","PoolDayData"
"feesToken1","BigDecimal","NON_NULL","quickswap","PoolDayData"
"volumeToken0","BigDecimal","NON_NULL","quickswap","PoolDayData"
"volumeToken1","BigDecimal","NON_NULL","quickswap","PoolDayData"
"volumeUSD","BigDecimal","NON_NULL","quickswap","PoolDayData"
"feesUSD","BigDecimal","NON_NULL","quickswap","PoolDayData"
"txCount","BigInt","NON_NULL","quickswap","PoolDayData"
"open","BigDecimal","NON_NULL","quickswap","PoolDayData"
"high","BigDecimal","NON_NULL","quickswap","PoolDayData"
"low","BigDecimal","NON_NULL","quickswap","PoolDayData"
"close","BigDecimal","NON_NULL","quickswap","PoolDayData"
"id","ID","NON_NULL","quickswap","PoolFeeData"
"pool","String","SCALAR","quickswap","PoolFeeData"
"timestamp","BigInt","NON_NULL","quickswap","PoolFeeData"
"fee","BigInt","NON_NULL","quickswap","PoolFeeData"
"id","ID","NON_NULL","quickswap","PoolHourData"
"periodStartUnix","Int","NON_NULL","quickswap","PoolHourData"
"pool","Pool","NON_NULL","quickswap","PoolHourData"
"liquidity","BigInt","NON_NULL","quickswap","PoolHourData"
"sqrtPrice","BigInt","NON_NULL","quickswap","PoolHourData"
"token0Price","BigDecimal","NON_NULL","quickswap","PoolHourData"
"token1Price","BigDecimal","NON_NULL","quickswap","PoolHourData"
"tick","BigInt","SCALAR","quickswap","PoolHourData"
"feeGrowthGlobal0X128","BigInt","NON_NULL","quickswap","PoolHourData"
"feeGrowthGlobal1X128","BigInt","NON_NULL","quickswap","PoolHourData"
"tvlUSD","BigDecimal","NON_NULL","quickswap","PoolHourData"
"volumeToken0","BigDecimal","NON_NULL","quickswap","PoolHourData"
"volumeToken1","BigDecimal","NON_NULL","quickswap","PoolHourData"
