Field Name,Type,Parent,Depth,API,Description
"to","String","null","0","curveAvalanche",""
"from","String","null","0","curveAvalanche",""
"blockNumber","BigInt","null","0","curveAvalanche",""
"timestamp","BigInt","null","0","curveAvalanche",""
"tokenIn","Token","null","0","curveAvalanche",""
"amountIn","BigInt","null","0","curveAvalanche",""
"amountInUSD","BigDecimal","null","0","curveAvalanche",""
"tokenOut","Token","null","0","curveAvalanche",""
"amountOut","BigInt","null","0","curveAvalanche",""
"amountOutUSD","BigDecimal","null","0","curveAvalanche",""
"pool","LiquidityPool","null","0","curveAvalanche",""
"id","ID","null","0","curveAvalanche",""
"name","String","null","0","curveAvalanche",""
"symbol","String","null","0","curveAvalanche",""
"decimals","Int","null","0","curveAvalanche",""
"isBasePoolLpToken","Boolean","null","0","curveAvalanche",""
"lastPriceUSD","BigDecimal","null","0","curveAvalanche",""
"lastPriceBlockNumber","BigInt","null","0","curveAvalanche",""
"oracleType","String","null","0","curveAvalanche",""
"_totalSupply","BigInt","null","0","curveAvalanche",""
"_totalValueLockedUSD","BigDecimal","null","0","curveAvalanche",""
"_largePriceChangeBuffer","Int","null","0","curveAvalanche",""
"_largeTVLImpactBuffer","Int","null","0","curveAvalanche",""
"id","ID","null","0","curveAvalanche",""
"protocol","DexAmmProtocol","null","0","curveAvalanche",""
"dailyActiveUsers","Int","null","0","curveAvalanche",""
"cumulativeUniqueUsers","Int","null","0","curveAvalanche",""
"dailyTransactionCount","Int","null","0","curveAvalanche",""
"dailyDepositCount","Int","null","0","curveAvalanche",""
"dailyWithdrawCount","Int","null","0","curveAvalanche",""
"dailySwapCount","Int","null","0","curveAvalanche",""
"totalPoolCount","Int","null","0","curveAvalanche",""
"blockNumber","BigInt","null","0","curveAvalanche",""
"timestamp","BigInt","null","0","curveAvalanche",""
"id","ID","null","0","curveAvalanche",""
"protocol","DexAmmProtocol","null","0","curveAvalanche",""
"hourlyActiveUsers","Int","null","0","curveAvalanche",""
"cumulativeUniqueUsers","Int","null","0","curveAvalanche",""
"hourlyTransactionCount","Int","null","0","curveAvalanche",""
"hourlyDepositCount","Int","null","0","curveAvalanche",""
"hourlyWithdrawCount","Int","null","0","curveAvalanche",""
"hourlySwapCount","Int","null","0","curveAvalanche",""
"blockNumber","BigInt","null","0","curveAvalanche",""
"timestamp","BigInt","null","0","curveAvalanche",""
"id","ID","null","0","curveAvalanche",""
"hash","String","null","0","curveAvalanche",""
"logIndex","Int","null","0","curveAvalanche",""
"protocol","DexAmmProtocol","null","0","curveAvalanche",""
"to","String","null","0","curveAvalanche",""
"from","String","null","0","curveAvalanche",""
"blockNumber","BigInt","null","0","curveAvalanche",""
"timestamp","BigInt","null","0","curveAvalanche",""
"inputTokens","Unknown","null","0","curveAvalanche",""
"outputToken","Token","null","0","curveAvalanche",""
"inputTokenAmounts","Unknown","null","0","curveAvalanche",""
"outputTokenAmount","BigInt","null","0","curveAvalanche",""
"amountUSD","BigDecimal","null","0","curveAvalanche",""
"pool","LiquidityPool","null","0","curveAvalanche",""
"hash","Bytes","null","0","curveAvalanche",""
"number","Int","null","0","curveAvalanche",""
"timestamp","Int","null","0","curveAvalanche",""
"parentHash","Bytes","null","0","curveAvalanche",""
"id","ID","null","0","curveAvalanche",""
"blocks","Unknown","null","0","curveAvalanche",""
"windowStartIndex","Int","null","0","curveAvalanche",""
"nextIndex","Int","null","0","curveAvalanche",""
"bufferSize","Int","null","0","curveAvalanche",""
"blocksPerDay","BigDecimal","null","0","curveAvalanche",""
"id","ID","null","0","curveAvalanche",""
"poolAddress","String","null","0","curveAvalanche",""
"id","ID","null","0","curveAvalanche",""
"poolAddress","String","null","0","curveAvalanche",""
"registryAddress","String","null","0","curveAvalanche",""
"block","_Block_","null","0","curveAvalanche",""
"deployment","String","null","0","curveAvalanche",""
"hasIndexingErrors","Boolean","null","0","curveAvalanche",""
