Type,Field,Description,FieldType,FieldKind
Collect,id,,ID,NON_NULL
Collect,transaction,,Transaction,NON_NULL
Collect,timestamp,,BigInt,NON_NULL
Collect,pool,,Pool,NON_NULL
Collect,owner,,Bytes,SCALAR
Collect,amount0,,BigDecimal,NON_NULL
Collect,amount1,,BigDecimal,NON_NULL
Collect,amountUSD,,BigDecimal,SCALAR
Collect,tickLower,,BigInt,NON_NULL
Collect,tickUpper,,BigInt,NON_NULL
Collect,logIndex,,BigInt,SCALAR
