Type,Field,Description,FieldType,FieldKind
Swap,id,,ID,NON_NULL
Swap,transaction,,Transaction,NON_NULL
Swap,timestamp,,BigInt,NON_NULL
Swap,pool,,Pool,NON_NULL
Swap,token0,,Token,NON_NULL
Swap,token1,,Token,NON_NULL
Swap,sender,,Bytes,NON_NULL
Swap,recipient,,Bytes,NON_NULL
Swap,origin,,Bytes,NON_NULL
Swap,amount0,,BigDecimal,NON_NULL
Swap,amount1,,BigDecimal,NON_NULL
Swap,amountUSD,,BigDecimal,NON_NULL
Swap,sqrtPriceX96,,BigInt,NON_NULL
Swap,tick,,BigInt,NON_NULL
Swap,logIndex,,BigInt,SCALAR
